la_code,la_name,spend_resid_median,spend_resid_lag_median,combined_spend_resid_median,spend_resid_q89_lb,spend_resid_lag_q89_lb,combined_spend_resid_q89_lb,spend_resid_q89_ub,spend_resid_lag_q89_ub,combined_spend_resid_q89_ub
E09000008,Croydon,-0.007153572044639058,-0.4197005363833119,-0.41817362586867235,-0.18630262295709832,-0.6993932771478238,-0.7406029561036082,0.148045741435262,-0.1348394028546833,-0.13468422291606813
E09000009,Ealing,-0.010551630385524313,0.06114376492943066,0.055318224094978385,-0.2203580763049709,-0.2400813282129487,-0.3605184086047005,0.19126938425060724,0.40709280927896363,0.43509909768369154
E09000010,Enfield,0.02328586054374439,-0.05542300388868461,-0.030999711556462355,-0.15468353086943126,-0.4257092324874563,-0.42913766030274,0.2734194019104911,0.2593770688800207,0.3829142192422139
E09000011,Greenwich,0.012375383030533503,0.07640219125849351,0.10494650708515846,-0.17976121843472487,-0.222802024163979,-0.24393180579642865,0.23748065465351093,0.41028283318011005,0.49563233041569327
E09000012,Hackney,-0.0018744701749170837,0.07307893372658653,0.07986239003205044,-0.21131941104457028,-0.27486361100002094,-0.3393847651723466,0.20743841739408045,0.4352172754521702,0.47377785121519783
E09000013,Hammersmith and Fulham,-0.030280955613927775,-0.15966923539504074,-0.19361932769571044,-0.22495354412376534,-0.40177842042353973,-0.5390822481388435,0.12917074231728404,0.04868052927690955,0.08449746602366481
E09000014,Haringey,-0.03334900927226982,-0.006942796104254439,-0.04711382823642253,-0.2673033569595014,-0.28574535956850333,-0.4158876737530648,0.13537788578765747,0.28146394182436363,0.3012417353149867
E09000015,Harrow,-0.003232000739958836,0.0012227598902709923,-0.012325277337257648,-0.24165664462200462,-0.3598877753476931,-0.4368835278769891,0.19871291618401662,0.3362821995425833,0.3941607616700676
E09000016,Havering,0.009260107722236885,0.04256184756439267,0.06168706456324389,-0.2202449329646453,-0.2712681668859838,-0.3611039852912095,0.24541803068076082,0.3906574521699082,0.4693926493059029
E09000017,Hillingdon,-0.0026241007035496763,-0.041707538389784235,-0.05874882423474377,-0.22179181579926074,-0.3670055403908888,-0.4550337230965026,0.21259818570071096,0.28830583824847816,0.3432405966346726
